rsa conference	cryptography	True
postini	security	True
whitfield diffie	cryptographer	True
taher elgamal	cryptographer	True
bruce schneier	cryptographer	True
smart grid	grid	False
mariposa botnet	botnet	True
waledac botnet	botnet	True
ron rivest	cryptographer	True
marid	ietf	True
torpig	botnet	True
crimeware	malware	False
cutwail botnet	botnet	True
melissa hathaway	expert	True
samy kamkar	privacy	True
virut	botnet	True
asprox botnet	botnet	True
trusted computing	technology	False
cyber shockwave	wargame	True
ghostery	privacy	True
uniloc	security	False
windows live onecare	security	True
coolwebsearch	spyware	True
adi shamir	cryptographer	True
rustock botnet	botnet	True
fortify software	vendor	True
hsarpa	part	True
sans institute	s	True
cert coordination center	center	True
chris wysopal	entrepreneur	True
cybercrime	crime	False
sophos	software	True
bot herder	hackers	False
mark russinovich	cto	False
phil reitinger	deputy	True
hp cloudsystem	infrastructure	False
cerias	center	True
tavis ormandy	hacker	True
phishtank	phishtank	True
antivirus software	software	False
conficker	worm	False
oxblood ruffin	hacker	True
ransomware	malware	False
cyberterrorism	act	False
rop gonggrijp	hacker	True
norton personal firewall	firewall	True
seth schoen	technologist	True
robert schifreen	hacker	True
rsa bsafe	fips	True
spyware	software	False
sendmail	email	True
dns spoofing	computer	False
encase	technology	True
markus jakobsson	researcher	True
dan kaminsky	researcher	True
artificial intelligence	intelligence	False
mccolo	web	True
mandiant	firm	True
mark rasch	attorney	True
philippe courtot	entrepreneur	True
openbsd	computer	True
vivek kundra	administrator	False
windows cardspace	microsoft	True
ibm	technology	True
ashkan soltani	technologist	True
dave aitel	computer	True
yottaa	web	True
stuxnet	worm	True
lulzsec	computer	True
lockheed martin	aerospace	True
dan boneh	researcher	True
infragard	organization	True
disk encryption	technology	False
darpa	agency	True
rod beckstrom	author	True
typhoid adware	threat	True
vmware vmfs	vmware	True
verizon communications	broadband	True
pcmos	technology	False
huawei	networking	True
crime	security	False
linux kernel	computer	False
pwn2own	computer	True
firstclass	groupware	True
cisco ios	software	True
project safe childhood	department	True
joanna rutkowska	researcher	True
marc rotenberg	president	True
rsplug	malware	True
black hat briefings	conference	True
farid essebar	hacker	True
welchia	worm	True
supercomputer	computer	False
stopbadware	organization	True
bae systems	defence	True
fibre channel	technology	False
zotob	worm	True
rowan trollope	president	False
cybertrust	company	True
hossein eslambolchi	innovator	False
johannes ullrich	founder	True
berico technologies	business	True
symantec	company	True
niels provos	researcher	True
stateful firewall	firewall	False
plesk	web	True
invincea	venture	True
ounce labs	waltham	True
shmoocon	convention	False
alureon	trojan	True
foundstone	practice	True
niprnet	network	False
honeynet project	organization	True
keystroke dynamics	information	False
nik cubrilovic	hacker	True
cloudlet	datacenter	False
panda cloud antivirus	software	True
sql slammer	worm	False
domain name system	system	False
google apps script	cloud	False
zfone	software	True
nortel	telecommunications	True
wordpress.com	web	False
ctera networks	storage	True
milstar	constellation	False
christopher soghoian	researcher	True
cigital	firm	True
shuman ghosemajumder	technologist	True
david jevans	chairman	True
david ulevitch	founder	True
imperva	provider	True
weev	hacker	True
anton chuvakin	specialist	True
directaccess	technology	False
